epoch,step,test_dice,test_loss,train_loss,val_loss
35,971,,,,0.4600346088409424
35,971,,,0.3369289040565491,
36,998,,,,0.21872693300247192
36,998,,,0.3490654230117798,
37,1025,,,,1.3302645683288574
37,1025,,,0.34396421909332275,
38,1052,,,,0.21279601752758026
38,1052,,,0.34343084692955017,
39,1079,,,,0.345746248960495
39,1079,,,0.33296677470207214,
40,1106,,,,0.1991930902004242
40,1106,,,0.3152700364589691,
41,1133,,,,0.19688786566257477
41,1133,,,0.3106931149959564,
42,1160,,,,0.1939433068037033
42,1160,,,0.28540822863578796,
43,1187,,,,0.1793830841779709
43,1187,,,0.2778932452201843,
44,1214,,,,0.3186182379722595
44,1214,,,0.3246995210647583,
45,1241,,,,0.22543908655643463
45,1241,,,0.33170849084854126,
46,1268,,,,0.3311672806739807
46,1268,,,0.26405128836631775,
47,1295,,,,0.25389185547828674
47,1295,,,0.264464408159256,
48,1322,,,,0.18978719413280487
48,1322,,,0.2884618639945984,
49,1349,,,,0.2240763157606125
49,1349,,,0.2741246521472931,
50,1376,,,,0.18620000779628754
50,1376,,,0.287356436252594,
51,1403,,,,0.2782770097255707
51,1403,,,0.2806711494922638,
52,1430,,,,0.7057812809944153
52,1430,,,0.267663836479187,
53,1457,,,,0.5241278409957886
53,1457,,,0.3008784055709839,
54,1484,,,,0.17021740972995758
54,1484,,,0.2486267387866974,
55,1511,,,,0.2517382800579071
55,1511,,,0.2791622579097748,
56,1538,,,,0.3024647831916809
56,1538,,,0.236871138215065,
57,1565,,,,0.4387704133987427
57,1565,,,0.2605019807815552,
58,1592,,,,0.19668307900428772
58,1592,,,0.26128536462783813,
59,1619,,,,2.3933217525482178
59,1619,,,0.267808198928833,
60,1646,,,,0.15504805743694305
60,1646,,,0.25162434577941895,
61,1673,,,,0.20391418039798737
61,1673,,,0.26370635628700256,
62,1700,,,,0.19250109791755676
62,1700,,,0.2508094012737274,
63,1727,,,,0.43031859397888184
63,1727,,,0.236191064119339,
64,1754,,,,0.26024654507637024
64,1754,,,0.2515175938606262,
65,1781,,,,0.4323534667491913
65,1781,,,0.24404169619083405,
66,1808,,,,0.2949965298175812
66,1808,,,0.2654278576374054,
67,1835,,,,0.745526909828186
67,1835,,,0.24004389345645905,
68,1862,,,,0.18029172718524933
68,1862,,,0.23081962764263153,
69,1889,,,,0.17810872197151184
69,1889,,,0.2302558869123459,
70,1916,,,,0.1623864471912384
70,1916,,,0.2395424246788025,
71,1943,,,,0.14236754179000854
71,1943,,,0.2250102162361145,
72,1970,,,,0.21877449750900269
72,1970,,,0.22987276315689087,
73,1997,,,,0.7362334728240967
73,1997,,,0.229963019490242,
74,2024,,,,0.19694149494171143
74,2024,,,0.26471781730651855,
75,2051,,,,0.29456827044487
75,2051,,,0.2519295811653137,
76,2078,,,,0.30404460430145264
76,2078,,,0.2433156967163086,
77,2105,,,,0.2986026704311371
77,2105,,,0.21253439784049988,
78,2132,,,,0.22785696387290955
78,2132,,,0.23829370737075806,
79,2159,,,,0.8869307637214661
79,2159,,,0.2479085922241211,
80,2186,,,,0.14888310432434082
80,2186,,,0.22344806790351868,
81,2213,,,,0.17875121533870697
81,2213,,,0.23962515592575073,
82,2240,,,,0.23404265940189362
82,2240,,,0.22193172574043274,
83,2267,,,,0.14739559590816498
83,2267,,,0.20065397024154663,
84,2294,,,,0.12517273426055908
84,2294,,,0.18774816393852234,
85,2321,,,,0.11718995124101639
85,2321,,,0.21084080636501312,
86,2348,,,,0.12114893645048141
86,2348,,,0.20356787741184235,
87,2375,,,,0.11757395416498184
87,2375,,,0.191249281167984,
88,2402,,,,0.1141308844089508
88,2402,,,0.1955585479736328,
89,2429,,,,0.11462434381246567
89,2429,,,0.1790824681520462,
90,2456,,,,0.10931889712810516
90,2456,,,0.19309285283088684,
91,2483,,,,0.10946670174598694
91,2483,,,0.18319718539714813,
92,2510,,,,0.11772771179676056
92,2510,,,0.18191826343536377,
93,2537,,,,0.11275925487279892
93,2537,,,0.1811685860157013,
94,2564,,,,0.11289308965206146
94,2564,,,0.20803649723529816,
95,2591,,,,0.11018167436122894
95,2591,,,0.1753876805305481,
96,2618,,,,0.10825634747743607
96,2618,,,0.1956053525209427,
97,2645,,,,0.11407321691513062
97,2645,,,0.18178510665893555,
98,2672,,,,0.11263972520828247
98,2672,,,0.1990043669939041,
99,2699,,,,0.1187300831079483
99,2699,,,0.1813453584909439,
100,2700,0.8659869432449341,0.1719181388616562,,
